"#account_id",heroid
1930785828,U123
1930785294,U116
1930780806,U123
1930717102,U111
1930663822,U123
1930670751,U123
1929936984,U123
1930781707,U103
1930787440,U123
1927229310,U123
1930765304,S002
1930717102,U116
1930786930,U105
1930758963,U110
1930775616,U109
1930765304,U105
1930717102,U139
1930744019,U123
1930740219,U123
1930582286,U123
1930750902,U123
1852353419,U123
1918968348,U123
1930751145,U123
1918968348,U103
1857389129,U139
1930638743,U111
1930640738,S002
1930626425,U152
1930652745,U123
1930655977,U123
1930634313,U123
1930660351,U111
1924654046,U103
1924654046,U111
1924654046,U107
1866109648,U123
1850969787,U130
1930641283,U123
1930641826,U123
1930638369,U116
1930638369,U109
1930643102,U123
1930734136,U123
1930739943,U123
1930716521,U123
1930735455,U107
1930737498,U129
1930732012,U123
1924124936,U144
1859621922,U140
1930738121,U123
1930738632,U123
1853128047,U130
1853128047,U123
1930739342,U123
1930677854,U123
1922349621,U140
1925677487,U140
1930745771,U123
1930741489,U105
1930737828,U131
1930748708,U123
1930748735,U123
1930749153,U123
1930315546,U123
1930346070,U140
1930618941,U123
1930620083,U130
1930620874,U123
1930661572,U140
1930618739,U114
1929598948,U123
1930743066,U111
1930744050,U123
1930739159,U139
1930744905,U103
1930624679,U123
1930646052,S001
1868914943,U123
1868914943,U140
1930650785,U111
1930654003,U140
1930654944,U123
1930633289,U123
1930655977,U105
1920479602,U123
1925970641,U123
1930657458,U135
1930617335,U106
1930612360,U155
1930612360,U146
1856800210,U135
1930619856,U123
1930622326,U123
1930705903,U130
1859730509,S004
1930714201,U107
1930663949,U130
1930705903,U131
1930707080,U123
1930705483,U130
1930700001,U123
1930715905,U123
1929921649,U140
1929957006,U102
1846046417,U123
1930159309,S001
1930159309,U116
1930623557,U123
1926881949,U135
1930673180,S001
1930672365,U130
1930673826,U123
1930675289,U123
1930716842,U123
1856975208,U158
1930740188,U123
1930740082,U123
1930714201,U123
1930790900,U123
1930536900,U135
1930769461,U114
1930776587,U106
1930758963,U103
1930462787,U125
1925677487,U123
1930748661,U139
1930760969,U123
1852131904,U123
1930758470,U149
1930757962,U123
1930762073,S002
1930749607,U130
1929359374,S002
1930739342,U116
1930752923,U123
1930791349,U105
1930791349,U102
1930776587,U135
1930786930,U123
1918906741,U116
1930791349,U123
1930790801,U107
1930662511,U123
1930653407,U123
1930654003,S002
1930654003,S006
1930659248,S001
1930661103,U123
1924654046,U149
1930642145,U139
1927980683,U123
1930649104,U135
1930651541,U139
1930363371,U107
1930664290,U140
1930749739,U109
1930745082,U129
1930758054,U123
1930085536,U149
1853209295,U130
1930613480,U144
1930485804,U123
1930609959,U123
1930485804,U140
1930613095,U123
1930613270,U116
1930613283,U109
1848091650,U105
1845954201,U123
1930611253,U129
1928037789,U146
1930667643,U123
1930667450,U102
1929602605,U123
1850502672,U123
1930363371,U144
1930665048,U123
1930645231,U123
1930665487,U123
1930612360,U131
1930667450,U149
1850377741,U111
1930719837,U123
1927496676,U106
1930720391,U109
1863274001,S002
1930722894,U123
1930715335,S001
1930623186,U123
1858120541,U144
1930725150,U130
1930507207,S001
1930723839,U102
1930682337,U102
1856939996,S001
1930636991,U123
1930636991,U105
1930618607,U123
1930618749,U123
1930620382,U116
1930407059,U123
1930618739,S002
1930657458,U109
1925970641,U109
1930657317,U123
1930654921,U105
1930661503,U123
1930649657,U109
1930654944,U129
1930750108,U123
1930762941,U123
1930746409,U123
1930763305,U107
1930763305,U109
1930769500,U123
1930765394,U139
1930756210,U102
1930761544,U109
1930767844,U123
1930761544,S006
1930738638,U123
1930748709,U123
1919071627,U106
1930749977,U131
1930751087,U123
1930750202,S001
1924163823,U123
1930626425,U123
1930612360,U115
1930617335,U123
1930617335,S002
1930665048,S001
1930665388,U139
1930665048,U106
1930665388,U123
1930754684,U109
1930689903,U129
1930751014,U140
1857075492,U123
1930757613,U123
1930745082,U102
1857389129,U107
1857075492,U130
1930752923,U107
1930753515,U123
1930753668,S001
1846015304,U129
1930751657,U123
1930668643,U123
1927707378,U123
1930658894,U103
1930657458,U107
1930660351,U139
1925970641,U111
1929919255,U123
1930730039,U123
1930711198,U107
1930729466,U123
1930721421,U144
1930730146,U123
1852674218,U135
1930734133,U123
1930732233,U155
1930735322,U123
1930734684,U149
1930729738,U139
1930730539,U135
1922349621,U123
1929957006,U135
1930623808,S010
1930620956,U109
1930622198,U144
1930634313,U102
1930660720,U139
1930662722,U123
1930660351,S006
1930664610,U116
1930664290,U103
1930650115,U133
1930664455,U155
1930622330,U106
1930627078,U123
1927317172,U123
1930627919,U123
1870886717,U123
1924163823,U105
1930623808,U116
1930620956,U139
1917399376,U105
1925658797,U103
1930751087,U144
1930759698,U107
1930758056,U123
1862003422,U123
1930729611,S001
1863184178,U102
1930772625,U123
1930769521,U123
1930773571,U123
1853209295,U139
1930687497,U144
1859699283,U123
1930773791,U123
1930774549,U123
1930765394,U123
1930732012,U129
1930732012,U102
1930739919,U123
1926634616,U123
1930740097,U123
1930636033,U123
1917765406,U144
1930573732,U123
1930611253,U121
1930636583,U123
1927577256,U123
1930636241,U140
1846685875,U147
1930716161,U123
1930735658,U123
1930705678,U123
1924180720,U123
1930700608,U155
1930650115,U158
1930707332,U123
1930704025,U123
1930669575,U123
1930670389,U123
1930636241,U131
1930639480,U123
1930639552,U116
1930642763,U123
1930664455,U109
1930663297,U123
1930666973,U123
1930666536,U109
1930618739,U135
1930619398,U103
1930620956,U130
1930636991,U139
1925860973,U123
1930636355,U123
1930619398,U139
1930620382,U123
1930705483,U144
1930719957,U140
1930722669,U123
1930715335,U135
1863755346,U123
1930705483,U102
1930706444,U123
1930705483,U139
1930706318,S002
1930707903,U123
1930311455,U116
1930311455,U135
1930717945,U140
1930719957,U123
1930709691,U149
1930737509,U105
1930715988,U135
1930713612,U123
1925859965,U158
1930717857,U123
1930718352,U123
1930769461,U155
1928140458,U122
1930773104,U140
1930757605,U105
1922032708,U111
1930758470,S006
1930761544,U123
1927324795,S002
1930762863,U123
1930762073,U123
1930768042,U123
1930766608,U116
1930768047,S001
1929849521,U123
1930645277,U123
1930659248,U140
1930639552,U135
1930636991,U130
1866779573,U123
1930705903,U123
1930572235,U123
1930707903,U103
1930723112,U123
1930722429,U107
1930722429,U144
1930723389,U125
1930698796,S001
1930638181,U123
1930636991,U129
1930604946,S001
1930606682,U123
1919071627,U129
1919071627,U135
1930611352,U149
1930612360,U106
1877455365,U129
1930722131,U123
1930718393,U123
1930654028,U133
1845904845,U140
1930705130,U135
1930717672,U123
1930672711,S001
1929919255,U149
1930623557,S002
1930673614,U107
1930640047,U123
1930678190,U123
1930797605,U123
1930799207,U136
1866254958,U123
1930797666,U130
1930801281,U107
1930789284,U123
1930678999,U123
1930679827,U111
1930547758,U123
1930792982,U116
1922085487,S001
1922085487,U144
1930128653,U111
1930462787,U133
1930676311,U110
1930717644,U123
1930764658,U105
1930673002,U123
1930672932,U130
1929919255,U106
1930670389,S010
1923211524,U140
1930679325,U123
1930636241,U115
1848091650,U129
1930605394,U123
1930397075,U140
1930611253,U144
1930613270,U123
1930611352,U105
1930611352,S006
1930613283,S002
1930796672,U149
1921244339,U144
1930672932,U116
1930798070,U106
1846594717,U150
1861317920,S010
1845449154,U103
1930650115,S004
1930667343,S001
1930796604,U129
1930796729,U117
1930802052,U144
1930801104,U149
1930798594,U155
1930803772,U123
1930796845,U130
1930808010,U123
1930808119,U123
1930804283,U144
1930764300,U123
1930623808,U135
1869118385,U123
1930624550,U107
1856800210,U105
1928162347,U123
1930748428,U129
1930763424,U123
1856730314,U123
1852075595,U123
1926661768,U123
1930644991,U109
1924654046,U130
1930638945,U123
1930636991,S002
1930647553,U109
1930645156,U102
1930645156,S008
1846290634,U123
1930651603,U123
1921987249,U123
1850377741,U123
1850377741,U135
1859071023,U123
1930649104,U111
1930646005,U144
1930638743,U123
1846265306,U123
1930654028,U121
1871932265,U123
1930725600,U144
1930731759,U123
1930660351,U123
1930711198,U109
1930729404,U123
1930726605,U123
1930725315,S002
1858125057,U123
1930725150,U135
1927577256,U107
1930645156,U135
1930650076,U123
1930646005,U111
1856210029,U123
1930647261,S001
1930654003,U123
1930654028,U144
1930647079,U111
1930649279,U123
1919348099,S001
1930651541,S001
1930626425,U106
1930642145,S001
1930646778,U107
1930644991,U139
1930646778,U123
1930646778,U130
1930633289,U135
1930650645,S001
1927577256,U144
1930636991,U135
1929850810,U123
1930767446,U111
1930772870,U139
1930771062,U149
1930773419,S001
1930296028,U135
1930768281,U144
1930768281,U116
1930769461,U107
1853365439,U123
1930783480,U123
1930769461,U111
1930783480,U149
1930776942,S001
1929957006,U105
1930620083,U123
1930618739,U123
1929957006,U123
1930725125,U129
1930729254,U129
1852674218,U144
1930715335,U123
1930718433,U123
1930620382,U129
1930705856,U123
1930382324,U123
1930705903,U116
1930707903,U149
1930722918,U139
1930726710,U123
1930725125,S006
1930619398,U111
1930620382,S002
1930618739,U144
1930621567,U123
1930622198,S001
1930296028,U107
1930776406,U123
1930767446,U144
1930753073,U135
1930737437,U102
1872739688,U123
1930770621,U140
1930769564,U109
1930779669,U123
1930777448,U129
1930775336,U125
1927482496,U123
1930717146,S002
1930719282,U123
1858120541,S001
1846181156,U123
1930728179,U123
1865011501,U123
1930340241,U111
1930734068,U123
1930638743,U107
1930642145,U130
1850901784,U123
1927577256,U135
1930642145,U103
1930626425,U136
1930642145,U144
1930638369,U102
1930642913,U123
1930647079,U103
1866340079,U123
1930631269,U116
1930652154,U123
1930639757,U123
1930642971,U123
1930731625,U123
1930732032,U123
1926931261,U123
1930731759,U121
1930725125,U140
1930730980,U123
1930776008,U102
1930782214,U111
1930773104,U139
1930784487,U123
1852478237,U123
1930774595,U103
1930779824,U123
1930773571,U111
1923818759,S002
1930780058,U103
1930781554,U123
1930749044,U106
1930783722,U135
1850792321,S002
1930784065,U123
1930776828,U102
1929847524,U123
1930741767,U123
1930642960,U139
1866779573,U136
1930649657,U123
1930658894,U123
1930661167,U109
1928140458,U123
1930646005,U115
1930661167,U107
1930646814,U123
1930645156,S006
1930646005,U123
1930651962,U102
1930596991,U111
1930623808,U123
1930624113,U123
1930621507,U106
1930618974,U123
1930620696,U123
1930620712,U123
1930622198,U123
1917399376,U123
1930622662,U129
1930612360,U117
1930623410,U103
1930744386,U123
1913332851,U109
1925165074,U123
1930743620,U123
1930659248,U155
1930739513,U116
1930740219,U116
1930738050,U129
1851705542,U144
1930448040,U123
1922349621,U116
1930748512,U123
1930725315,U103
1930704576,U109
1930733100,U123
1859621922,U123
1930737437,U123
1930730146,U103
1929858440,U123
1919773820,U102
1930732260,U123
1929869191,U123
1930734721,U123
1930735095,U123
1930735455,U123
1930666973,U129
1930620083,U135
1930618739,U140
1930646005,U158
1930363371,U123
1930642960,U123
1930642145,U102
1930651117,U139
1924654046,U131
1930467875,U123
1930654028,U123
1930638886,U123
1930646203,U123
1930649599,U123
1925970641,U103
1930659248,U123
1828824084,U123
1924654046,U129
1930670751,U139
1930738050,U111
1930687325,U103
1930670751,U135
1930748250,U107
1930738638,U107
1927743087,U116
1930485804,U129
1930613480,S002
1930612829,U130
1930611253,U140
1930612829,U105
1848091650,U123
1919071627,U155
1930613823,U123
1930610124,U149
1930611019,U123
1930753306,U123
1930749739,U146
1930742192,U111
1930739513,U131
1930807481,U123
1930589511,U130
1930807843,U123
1930796845,U123
1930807752,U107
1930809839,U106
1930785830,U102
1930818293,S002
1930817190,S002
1927250057,U110
1930806221,U129
1930816350,U123
1930814848,U149
1930680101,U109
1865008732,U149
1930662722,U105
1854597810,U146
1930684333,U123
1930684037,U123
1930684187,U111
1930684911,U123
1930684911,S002
1865008732,U123
1928310730,U123
1930667666,U105
1930685828,U123
1921961446,U102
1930679173,U103
1927897837,U123
1930680253,U123
1930672932,U109
1930678911,U119
1930678911,U105
1930678911,U130
1921961446,U105
1929937847,U135
1930798594,U102
1930804283,U123
1930796729,U135
1930806099,U123
1930667343,U123
1930809839,U123
1930804283,U139
1930812758,S002
1930814724,U102
1930818766,U123
1930589511,U123
1930807772,U135
1930397075,S001
1930610940,U123
1930611352,U123
1930611352,U130
1930612360,U149
1930612360,S001
1847331905,U123
1919071627,U144
1930611352,U111
1930611253,U116
1930397075,U102
1930397075,U107
1927743087,U111
1930612829,U102
1845029308,U123
1930613270,S006
1930613283,S006
1930811997,S001
1930817190,U102
1930817190,U140
1928394856,U123
1930781500,U123
1930734684,U123
1930786827,U123
1930788021,U144
1930788013,U107
1930785828,U149
1930680303,U135
1926060008,U123
1930662511,U105
1930684187,U123
1930682875,U123
1930681355,U135
1930662722,U111
1930547758,U109
1930685652,U123
1930682481,U123
1921961446,U155
1930686317,U111
1930688629,S001
1915560292,U111
1930258946,U123
1854427082,U123
1921961446,U140
1861662911,U123
1930685389,U102
1930688302,U105
1930397075,U123
1930397075,U131
1930604680,U123
1930619398,U102
1930618749,S001
1878632922,U123
1930785830,U123
1930791035,U123
1930536900,U109
1930791425,U123
1930791425,U105
1930792982,U123
1930784459,U109
1930536900,U123
1930651603,U144
1930660287,U123
1930636241,U132
1930661572,U123
1930654028,U122
1930664991,U123
1927577256,U129
1930783480,U140
1930787017,U105
1930765304,U149
1930150458,U123
1930788013,U109
1930787837,U123
1930787454,U123
1928200115,U130
1930787454,U155
1930773104,S006
1930790235,U123
1927602586,U123
1930764658,U103
1930618739,U130
1930618437,U123
1930620956,U102
1930642885,U123
1930646052,U123
1924654046,U123
1930650115,U139
1930651962,U103
1930653888,U123
1930726605,U155
1930732260,U135
1930739468,U123
1930749824,U149
1930752734,U123
1927756097,U123
1930753023,U123
1930730290,U123
1930738860,U123
1930737498,U111
1853128047,U139
1930738303,U144
1930629888,U123
1857603948,U123
1930753668,U139
1930753179,U139
1930765304,U123
1930738774,U129
1930644061,S002
1930650645,U123
1930654921,U123
1850377741,U102
1930636991,S006
1930638743,U139
1850969787,U123
1930640738,U135
1866779573,U141
1930660345,S002
1930662285,U123
1930660938,S001
1930660351,U116
1930664197,U123
1930642145,U123
1930659248,U135
1930660345,U123
1930631269,U155
1917765406,U129
1856939996,U123
1930730039,U102
1930734721,U107
1930735322,U111
1930735322,U144
1930739513,U123
1930740320,U123
1856975208,U111
1930732445,U123
1930732233,U140
1930551346,U123
1930631269,U144
1930650115,U140
1930651541,U123
1924025621,U123
1924654046,U116
1930644991,U111
1930647553,U123
1930642145,U107
1930649104,U129
1930633289,U107
1930646005,U130
1930651541,U130
1930653407,U130
1930628725,U102
1930626425,U129
1930645156,U130
1930646005,U105
1930650115,U123
1930644991,U122
1930663822,U155
1930664610,U123
1930660351,U122
1930667450,U116
1853135262,U123
1930736143,U123
1926668619,S008
1930735775,U139
1930705400,U123
1930700821,S006
1930650115,U106
1930704025,U109
1930758313,U123
1930759757,U123
1853209295,S001
1930760224,U123
1930758660,U123
1924124936,U143
1850762185,U140
1924025621,U139
1930657920,U123
1930659135,U123
1924654046,S002
1930664352,U123
1930664455,U130
1930650115,U115
1930650115,U132
1930668199,U123
1930363371,S001
1930705483,U129
1930709691,U123
1930711492,U123
1919773820,U140
1930636241,U107
1930624550,U123
1930631214,U123
1928447304,U123
1930750736,U116
1930296028,U103
1930760916,U123
1850762185,U123
1930759912,U123
1930727567,U102
1928294801,U107
1846511023,U123
1930634594,U123
1930626425,U155
1930573732,U149
1930765394,U109
1930761544,U107
1930768047,U123
1930766608,U135
1930768047,U135
1930769961,U123
1930772870,U123
1930768420,S001
1930768042,U149
1853118779,U106
1930746409,U129
1930721860,U123
1930675772,U123
1930711640,U111
1930717815,U123
1930724535,U130
1930382324,U135
1846685875,U152
1930705130,U123
1845904845,U144
1930717146,U123
1863274001,U102
1927283701,U123
1930726605,U116
1923934192,U123
1930717945,U135
1930718352,U139
1930718352,U103
1927328079,U123
1930621766,U130
1858274569,U123
1848750552,U140
1930771666,U123
1913109658,U123
1930746030,U119
1930769661,U123
1930661896,U123
1930661167,U149
1850351046,U109
1924654046,U139
1930654028,U158
1930363371,U130
1924654046,U155
1925970641,U135
1850901784,U105
1930650115,U155
1930660351,U131
1930651603,U139
1930651603,U107
1930634313,U140
1930634313,U155
1924654046,U102
1930773419,U123
1843315116,U107
1930772281,U123
1930772462,U123
1930769094,U150
1863184178,U111
1930774460,U111
1930773104,U123
1929791357,U123
1930611253,S006
1925519487,U123
1930442960,U123
1930740219,U140
1930620956,U103
1930623086,U123
1930623003,U123
1930622330,U123
1930622756,U123
1930622662,U102
1930776013,U123
1930751021,U123
1930776013,U116
1855091306,U111
1930775159,U107
1930775098,U109
1930772462,U121
1930707636,U123
1865277813,U123
1850792321,U123
1930572235,U129
1927496676,U123
1930728282,U123
1930667058,U123
1930666247,U106
1930669037,U123
1930660938,U123
1930654921,U116
1930650115,U110
1930663822,S001
1930653407,S001
1930636241,U144
1930660351,U130
1930670316,U123
1930662019,U123
1930650115,U116
1930660720,S006
1930657458,S002
1930666488,U123
1930777989,U123
1930774808,U129
1930775272,U123
1923818759,U123
1930772625,U129
1930776862,S001
1924163823,U116
1930622326,U139
1930623410,U123
1930623410,U139
1930623808,U105
1930618358,U144
1930618596,U123
1930611253,U152
1927577256,S006
1930637685,U123
1925848180,U123
1930628196,U123
1930625538,U123
1924163823,U135
1917765406,U123
1930730539,U129
1930731564,U123
1930730539,U155
1929738911,U123
1930722976,U111
1930657412,U123
1930729254,U105
1930724354,U123
1930725315,U123
1858120541,U106
1930728091,U123
1930728552,U123
1930730039,U116
1930780372,U123
1930781554,U109
1930776008,U144
1930784289,U123
1929658316,U123
1930784847,U123
1930784656,U123
1930778097,U116
1930740459,U130
1924124936,U106
1930741967,U123
1930740320,U111
1930742705,U123
1930618542,U123
1930619398,U123
1856939996,U130
1930660351,U158
1930655977,U116
1930651962,U125
1930661896,U144
1924654046,U144
1930660938,U105
1930660938,S002
1850901784,U129
1930651962,U105
1930651962,S008
1930654028,U152
1929651644,U135
1930626425,S001
1921524835,U123
1930626425,U119
1929957006,U111
1922519074,U123
1927280260,U123
1930666536,U123
1930651603,U109
1930634313,U105
1930657479,U123
1930657669,U123
1927194021,U123
1930660345,U105
1930660720,U123
1930661167,U123
1828824084,U109
1870572923,U158
1930660351,S001
1930666247,U123
1930735145,U123
1930729962,U135
1930728121,U144
1930727831,U123
1930729738,U123
1930729738,U149
1929741222,U123
1930651078,U123
1930732046,U103
1930732445,U135
1924124936,U123
1930793049,U140
1930774026,U123
1930775616,U106
1930753073,U102
1930788021,U109
1930517144,U123
1865324868,U105
1930786403,U102
1919071627,U123
1919071627,S002
1929503101,U123
1930613283,U123
1930612360,U130
1928037789,U109
1930611253,U122
1930609197,U123
1930696169,U123
1930684187,U116
1930678911,U144
1930670133,U144
1930786403,U111
1930790023,U123
1930786403,S002
1930789522,U123
1930788653,U137
1930787837,U106
1930790801,U123
1930692523,U123
1930672932,U102
1930695475,U105
1930695475,U149
1930693564,U123
1930696531,U144
1930698603,U107
1915657478,S002
1930696531,U149
1930693122,S002
1930313241,U123
1930697924,U102
1847331905,S001
1930698571,U123
1930700608,U123
1930693564,U107
1930697924,U116
1930662511,U140
1930691850,U123
1930613270,S001
1928037789,U149
1930485804,U139
1930613480,U111
1930610021,U123
1927743087,U139
1930604874,U123
1930796672,U123
1930793591,S002
1929565102,U123
1930782496,U102
1930782496,U149
1930785828,U144
1930792982,U144
1922085487,U130
1930758963,U149
1930793591,U102
1930797666,U139
1853169927,U123
1930798066,U123
1930680303,U140
1930753073,S001
1930785826,U123
1930680303,U105
1930782496,U139
1930759632,U123
1930792771,U135
1930613283,U144
1930611253,U123
1930611698,U123
1930613036,U123
1928037789,U123
1930613480,U107
1930610967,U123
1930611352,U107
1928037789,U103
1930611253,U141
1930611253,U139
1930611253,U107
1930797721,U123
1930797314,U109
1927290959,U140
1921244339,U123
1930791349,U139
1930792898,U123
1920546525,U123
1930801208,U139
1930793049,U107
1930797666,U155
1930710682,U144
1921244339,U102
1930789284,U116
1930800375,U123
1930793049,U123
1930801769,U123
1930797314,U139
1927606710,U123
1866254958,S001
1930746853,S001
1930746853,U140
1930606546,U123
1877343430,U123
1930612829,U123
1930612360,U109
1930612360,U139
1930613480,U123
1930613283,U111
1930670389,U129
1930669979,U105
1930671263,U139
1930671213,S006
1927855715,S001
1930685652,U144
1915657478,U103
1863022383,S002
1930627472,U123
1930696531,U116
1930696169,U139
1930677929,S002
1930701124,U139
1930698603,U103
1930698742,U116
1930698742,U103
1930703143,U123
1930672444,U123
1848408094,U123
1930192023,U141
1930710682,U149
1930796729,U109
1930796123,U109
1865797991,U149
1930668643,U136
1870561769,U123
1930159309,U105
1930159309,U123
1930802078,U103
1930806135,S002
1930796672,U155
1930812776,U123
1927250057,U105
1876069590,U102
1930678911,U123
1930670389,S006
1930676311,U144
1930680643,U123
1930670389,U105
1930159309,U140
1923211524,U123
1930665048,S002
1929919255,U144
1850901784,U130
1930665388,S002
1930667660,U123
1927280260,S001
1927280260,U135
1930666247,U102
1930667450,U123
1929919255,U103
1929919255,U111
1930668643,U149
1926997445,U149
1930536030,U123
1930741870,S008
1930671263,U103
1930742626,U102
1930746095,U123
1930741915,U109
1930744366,U123
1925677487,U139
1930740219,U111
1930745632,U123
1930736865,U123
1851705542,S001
1851705542,U111
1930621766,U123
1930618739,U103
1930622662,U123
1930747418,U123
1930745358,U123
1930741915,U123
1930623808,U117
1930729736,U123
1930749693,U123
1930747406,U109
1930732877,U123
1930733334,U107
1930725600,U102
1930732877,U131
1923721595,U111
1930735113,U123
1863755346,S001
1930700608,U149
1930675772,U103
1930705483,U123
1930696531,U106
1930624550,S001
1930714201,U129
1930675772,U102
1854437856,U123
1930705130,U139
1929263394,U123
1930736196,U123
1930736801,U123
1930730539,U144
1930739513,U140
1930739513,U109
1930739513,U111
1930743586,U103
1930747363,U109
1915537357,U123
1852353419,U103
1930747150,U123
1926997445,S001
1930650115,S010
1930668544,U123
1930664290,U123
1926244188,U123
1850351046,U105
1930665048,U149
1930659248,S006
1930663822,U135
1930667450,U105
1924654046,U145
1930622330,U133
1930618749,U125
1930664476,U123
1930667666,U123
1850351046,U123
1930665301,U123
1930666151,U123
1930665388,S006
1850351046,U140
1930664961,U123
1930664455,U123
1930664610,U109
1930667591,U123
1930738050,U135
1930735322,U109
1864778057,U135
1930713117,U123
1930733580,U123
1856975208,S002
1930623153,U123
1846386958,U123
1930715856,U103
1930717945,U139
1930717945,U109
1877455365,U107
1930660351,U133
1930701721,U123
1930751514,U123
1846015304,U102
1930213249,U123
1915537357,U102
1930749739,S004
1927338213,U123
1849781791,U123
1918968348,U109
1930745991,U103
1930644580,U123
1930748277,U123
1930748826,U103
1930738638,S002
1930747363,S001
1930669979,U123
1930663822,U102
1926244188,S002
1930620083,S001
1930625331,U123
1930410005,U123
1930628302,U123
1930622164,U123
1930628725,U103
1930625226,U123
1930544051,U123
1930633604,U123
1930673508,S006
1930660351,U115
1930720391,U123
1930737509,U123
1930738121,U131
1853128047,U135
1930738121,U111
1930740214,U123
1930705400,U129
1930701124,U123
1930705903,U115
1930709300,U123
1930711640,U123
1930705130,U107
1930712212,U103
1930698796,S002
1930721888,U116
1930725150,U102
1930698796,U102
1930739513,U119
1930756131,U123
1930689903,U105
1930689903,U130
1930753758,U123
1866804028,U123
1929977451,U123
1930757087,S002
1930758470,U123
1930756719,U123
1930744050,U122
1930750565,U123
1930750167,U105
1930745632,U129
1930623850,U123
1930624406,U123
1930625007,U123
1930625700,U123
1930628725,U139
1930628725,S002
1930722918,S001
1930726090,U123
1845904845,U105
1930717861,U123
1930717855,U129
1930654028,U136
1930721421,U123
1930727964,U123
1930728009,U135
1930722894,U140
1930725600,U123
1930627919,U141
1930612360,U142
1930745082,U130
1857075492,U102
1930746641,U102
1930738050,S004
1853209295,U149
1853209295,U109
1930745792,U144
1925658797,U150
1930758470,U144
1850762185,U129
1930753758,U146
1847423918,U123
1930761479,U123
1930762615,U132
1930753179,S006
1855980154,U123
1930707080,S001
1927808160,U123
1930717102,U123
1845904845,U111
1930718217,U123
1930408316,U123
1930722407,U123
1917291627,U123
1863274001,U103
1930577810,U129
1930725340,U123
1930730121,U116
1930611253,U114
1856939996,S006
1929651644,U123
1929651644,U130
1930628725,U116
1930633255,U123
1930755513,U123
1930756073,U123
1930764790,U123
1930734473,U123
1846814186,U123
1930723839,U123
1930711198,U123
1852674218,U123
1930340241,U140
1929720804,U111
1930763642,U123
1930750736,U129
1846866975,U107
1930757087,U122
1930760396,U123
1930728121,U123
1930340241,U155
1930721421,U116
1930721421,U105
1930691789,U123
1930704025,S002
1930814848,U123
1930814068,U129
1930366412,U123
1930807772,U123
1930807670,U105
1930807752,U105
1930787017,U103
1930765304,U129
1930786930,U139
1865324868,U107
1926881949,U136
1854597810,U131
1930676524,U109
1930680101,U144
